dataset,id,chain,addr,contractname,fp_sol,fp_sol2,fp_bytecode,fp_runtime,property,SWC,DASP
Doublade,0x42afcf6295c8ba5ca9e772f60a7d28670b0cbfd5-GoldmintMigration-selfdestruct_result,,,GoldmintMigration,e34238b4096e6c12743696a50f675851,6567e1f4d74018a13df8b5d299f99ed5,,,[],[],[]
Doublade,0x42fdf1a3ae9f83e80690490ebc0a3b04c5b68de5-CCBank-unexpectedrevert_result,main,0x42fdf1a3ae9f83e80690490ebc0a3b04c5b68de5,CCBank,cfc75cd177ab89a914c390fce8197787,920a61c4f5cf81009a72cb857ba6679a,7004f6d2ab7b8bdf132180f9d8601aa0,95a85dfbd1cbba0e1edea817db0f4e23,[],[],[]
Doublade,0x4341852389bd149920cae3540dd88031ade8d0e6-MilkCoinToken-unexpectedrevert_result,,,MilkCoinToken,d2c637d61e4434b5efbd04cbc909c6b8,6392a0f570471fb166d11cba2452453d,,,['unexpectedrevert_result'],[113],[5]
Doublade,0x438301bbb5941f2d6c6db74ee90474cad8692087-CryptoThingWithDescendants-unexpectedrevert_result,main,0x438301bbb5941f2d6c6db74ee90474cad8692087,CryptoThingWithDescendants,a33a96af304f77e7e84074f5b5820824,b24f2b7dc5b6fb8cffb0b8e19a54096c,4895bf7b04149b384c2840ecf6d621c0,9818f7c35bcd069c61a3f7c2c7a14432,['unexpectedrevert_result'],[113],[5]
Doublade,0x4473d7e836e473aba72af381536a979e5063f7f8-CobinhoodBuyer-reentrancy,main,0x4473d7e836e473aba72af381536a979e5063f7f8,CobinhoodBuyer,e6184a749b8354c86c131e72e2a1ea29,52a82a1ae9461b1d322d190714cb8471,b46b0b81cfe1c378fabfe897629fd109,c7366efabc4f965165c6411aa96bef29,[],[],[]
SBcurated,integer_overflow_1,,,Overflow,486bc836595df143884f54a835491741,bab5b721ec5c4292d298aed694397757,,,"['SWC-101', 'arithmetic']",[101],[3]
Doublade,0x49b84450a9a56081ce570920aa578c35e0b2461f-TokenToken-unexpectedrevert_result,main,0x49b84450a9a56081ce570920aa578c35e0b2461f,TokenToken,31ad0f5defdf4b7398e6dac0486526c1,974d19ef11ca391963d361cf4f3ec93e,5a4131be77e24d835d4d46af8ac0564c,3ea75788d9818a1f3f620d23614649ce,['unexpectedrevert_result'],[113],[5]
Doublade,0x4a1455fae5da12cd75b3f34b323bf7836c1862be-BananaGame-reentrancy,main,0x4a1455fae5da12cd75b3f34b323bf7836c1862be,BananaGame,c34a6f332c52c0e11ce7fe97afb453ee,fd04251d114d35d791486ce1c1878060,10f256f30e57fb1b5031a0e0bbad8536,516da6aae78cfff162827c31b8029c1d,[],[],[]
Doublade,0x4a184673b7247ea15227d8f738a0627e0b17d72a-Minewar-unexpectedrevert_result,main,0x4a184673b7247ea15227d8f738a0627e0b17d72a,Minewar,3630d1b84817c4f80032323885ed2274,13eb3105711ddc0e690c1cd6abc8027b,64917f8d5992d6784c28da579cb28f75,2e6987189b6077e1a380148e0694491d,[],[],[]
Doublade,0x4a73d9fe078fa67601047f88c3e6c270602e5709-ETH_GAME-tx_result,main,0x4a73d9fe078fa67601047f88c3e6c270602e5709,ETH_GAME,55340828a462711e442969af0df94da3,61d3b1ed3fae1167a608a52d5952bc29,035e005f1a28cd4c199753b428b697a8,d0541eb6b5f1e7532b04f31e8af4b04c,[],[],[]
Doublade,0x4ab2e8b268ae0d5daca0bfe8dccfe674c07c7b9d-QUIZ-tx_result,main,0x4ab2e8b268ae0d5daca0bfe8dccfe674c07c7b9d,QUIZ,ca1cdcabe837d53feb273e2995be06b7,4a966e84b8e06c2d6ad1162f6bc71b51,268e4ba28d85ab98ebe8d023e810ce32,ee891504cb9a2c2fe74d4a9c0d969dc3,[],[],[]
Doublade,0x4abc1ebf49ab9d98c83609f6475e6ec75ffe409b-PresalePool-reentrancy,main,0x4abc1ebf49ab9d98c83609f6475e6ec75ffe409b,PresalePool,9af2918a940b4083f048ba28a9ceb391,66056fc3ea0a9ef54115a157b890f64e,63c0ca72c5b4f6cd98ee0da8fe35e4bd,76a6955ce48722e17956394dec45e697,[],[],[]
Doublade,0x4e646a576917a6a47d5b0896c3e207693870869d-usingOraclize-reentrancy,,,usingOraclize,49db1e055853dcf78e984d206a4726e2,56fac29992a8faca9e9bf2b3d69007f2,,,[],[],[]
Doublade,0x4eb3ce14fda3a874ecad0e9ad988258c827bae82-Base-lowlevelcall_result,,,Base,52c682ab889662a3bada7d1e03e11ba5,c96d852f52f4ffeff0e14f909d41913a,,,['lowlevelcall_result'],[104],[4]
Doublade,0x4ec648e7b9683771edb8edeb80ca3fde53695415-Winner-unexpectedrevert_result,main,0x4ec648e7b9683771edb8edeb80ca3fde53695415,Winner,4cb3e244ca466b3e654ec5d16cbd5025,358af21a27f3557db2a151cfc0115e75,ef36c5428c45656fbce741f21a0ff249,d881d13e6c2a4f6862266fdadbb25cb7,[],[],[]
Doublade,0x4fdb91dbce6cee2e08cf85d26eaa3e9bca0c12fe-UnicornBreeding-reentrancy,main,0x4fdb91dbce6cee2e08cf85d26eaa3e9bca0c12fe,UnicornBreeding,cae97654b597003da41941406a92b94b,6ccef509475cc633697ef3198e004f6f,ade6236d32d9dd50a8852d43003b24d9,6e256ac241ab83f730937df2acc30116,[],[],[]
Doublade,0x51430fbd23a8aef3d82e4240152ba379ff84016b-PornSceneToken-unexpectedrevert_result,,,PornSceneToken,d5644192c926a42e6f0639104f747e54,459d5ccaa82c1a6d783d201166400a4c,,,['unexpectedrevert_result'],[113],[5]
Doublade,0x526af336d614ade5cc252a407062b8861af998f5-SaiProxy-reentrancy,,,SaiProxy,257a376ef76f8a57ef0160de3e272342,73aab1ca2dbc315076184687815e491e,,,[],[],[]
Doublade,0x554712b13067f5a0e067d368cd2a67a2ab7acf78-PresalePool-reentrancy,main,0x554712b13067f5a0e067d368cd2a67a2ab7acf78,PresalePool,07601b034f8e36319188e57a49bd5ce8,440e14a9c0e98a7a78a168a08aab62a5,d8af598d755408bf224053889f84ae0b,1314bb715ad83b5037fc586ac0e80b07,[],[],[]
Doublade,0x56609c7dcb32cbedf7c5896cbb29b227bf4ec6a1-EFTCrowdsale-selfdestruct_result,main,0x56609c7dcb32cbedf7c5896cbb29b227bf4ec6a1,EFTCrowdsale,0c7b631a8ef6749bf461c2a5c41b1c3b,ead0a0c41abb4e62c8507acc940062a7,38c7aa8d1f400638a339785e27133adb,69908e45a73080ba33be1184dab4f672,[],[],[]
Doublade,0x5689774160fb27235337d328b45664e0d33f05c1-PowerCoin-reentrancy,main,0x5689774160fb27235337d328b45664e0d33f05c1,PowerCoin,ffb80f16332c0d6d30c4b5288b11be77,235e61bb9f9804b3405f02e682961f9d,78985a271936da0a03b7fe81533566a7,ff63bc7068e806dbba311e57a6334006,[],[],[]
Doublade,0x58dfcfbd7955a67287eb0e4ba38a233c6f0f8012-MultiSendEth-unexpectedrevert_result,main,0x58dfcfbd7955a67287eb0e4ba38a233c6f0f8012,MultiSendEth,6dec2e7010cda69d567f2708d7abccb7,c3c9a2cf1eaa00f94b996270f7750c05,1b20537edd14b6297fcdd27e23ed7d2e,e5943058c377ab9e4e5fd9f8429ec300,['unexpectedrevert_result'],[113],[5]
Doublade,0x5a609ce4b74fea5a4647fba3e3343ca850c5b049-Winner-unexpectedrevert_result,main,0x5a609ce4b74fea5a4647fba3e3343ca850c5b049,Winner,a5e869f6d7b468e63424d1c1d7c50586,ac15399fa2e4a86a182a20ca906f5634,49a1f4264075a20c318151316c2a959d,5253b476b26008752d4329bf92c86ce5,[],[],[]
Doublade,0x600fa06479e92164a1fe2929653d766b12e727c7-enigma_games-tx_result,main,0x600fa06479e92164a1fe2929653d766b12e727c7,enigma_games,fdbb8f009ee7ad4510638bc1b8ff367e,1dc53083cb3ee3c2db200bc10cfbb2de,20c63ed7e9b9c4285642a6bb1b20703c,a9bbc11bb3ea2afcea321e2939051faf,[],[],[]
Doublade,0x6057c0ee0ff3a6c58a84716b12c5647a95e267a7-ConstantinopleMasterNodes-lowlevelcall_result,main,0x6057c0ee0ff3a6c58a84716b12c5647a95e267a7,ConstantinopleMasterNodes,d68d11491a8ec41e730860daa041fc07,8a967a521b529e00340e91cf76c2ac90,e336af271bf4c532dffdb57390108d51,d1347cff12d94a8de8261258489ce15f,['lowlevelcall_result'],[104],[4]
Doublade,0x621c1528829b70bfe6df7fa82251ed7271ab8104-luxbio_bio-selfdestruct_result,main,0x621c1528829b70bfe6df7fa82251ed7271ab8104,luxbio_bio,e40aad3025ecd3e706b607fc79f59b56,21934122e3fdac58f00a80a0e6d8fb0a,b8d9ca9e65c4f71b723ed64e9162b1ec,43fa2b9c954bcd930d9aee6eb0b35277,[],[],[]
Doublade,0x63065b3d5211a527bd0622250410d7f251a8148c-QUICK_GAME-tx_result,main,0x63065b3d5211a527bd0622250410d7f251a8148c,QUICK_GAME,e035e825d28b503493e822254b0a89ae,6fd67e2f9e2103820a4a754e894c7f9e,8820c37d382c99a2a3705f2fa53e53a7,18c0df64273fdf1d231deea6b3d29164,[],[],[]
Doublade,0x6324d9d0a23f5ddba165bf8cc61da455350895f2-AddressLottery-reentrancy,main,0x6324d9d0a23f5ddba165bf8cc61da455350895f2,AddressLottery,623b60cd8d87f9188f6192d7202edb88,dd4114debe3ab620015b668bbd96cb5b,383b6fb86721896425d91f76e5ac4730,3ee0a9328f96189da4d98bf0f60583d1,[],[],[]
Doublade,0x63cef38c75d9805a36d92fa291bae781b41861e1-R1Exchange-reentrancy,main,0x63cef38c75d9805a36d92fa291bae781b41861e1,R1Exchange,1fccc49820463b6455a167ee50fbdebd,3071f705c0f09d218e91cfc39d58b52d,23d616c3c37cbc7332a57a4717503d8c,e23421f0ea46cc61a614fb2c6034fa31,['unexpectedrevert_result'],[113],[5]
Doublade,0x63d3d0215922b924c782c7b2a351ef8604e18da7-Ether_Quiz-tx_result,main,0x63d3d0215922b924c782c7b2a351ef8604e18da7,Ether_Quiz,f53ca57fabb40c4ace043c7d8a26c4bc,1b108499acb6d5de11a54f548a3e3edc,cc4fad3a236f61091830f018907c9ddf,6af72820abe4ca89aa7e2c294a6d99e2,[],[],[]
Doublade,0x68624055746f380d3f9feb8e1122e26bff47a263-X_GAME-tx_result,main,0x68624055746f380d3f9feb8e1122e26bff47a263,X_GAME,eaabb2462aaf56d4cdc0752243b1d0e3,beabe091a49360b3bf2e4656c3df0864,c9d62af94efa290a7f5f949eaf083e89,a9bbc11bb3ea2afcea321e2939051faf,[],[],[]
Doublade,0x68a93cb6c0f92e56fa19cd78d4d670f3ea3d5020-TotlePrimary-reentrancy,main,0x68a93cb6c0f92e56fa19cd78d4d670f3ea3d5020,TotlePrimary,6bdd34740960552fdc6487f513dcd3e1,ad69041a530a7bd498db64fd63ac6376,6045c3fd67cd4318cd4eb53f4d270f0d,f64d980f45b2976c4c6492ddf7f6d9fe,[],[],[]
Doublade,0x6966d08f508451acee2b4036be01c5f370f30c04-DSExec-reentrancy,,,DSExec,f21a824407dfb37c81f7fbbd8d8e0e58,4d6fb7de5656eff495f004126584d55b,,,['reentrancy'],[107],[1]
Doublade,0x6b1fb08639acec6ed415bacab6453b523aec7d4b-ShiftSale-unexpectedrevert_result,main,0x6b1fb08639acec6ed415bacab6453b523aec7d4b,ShiftSale,dffd4693ef6aeba044e631ba14c7153c,e95fdac35c03446f668c9375f50533ca,c3c5a7d630045c132cb334e0ca629e8a,c682e9073dc9385afa9415c3ff5406bc,['unexpectedrevert_result'],[113],[5]
Doublade,0x6c1bcb34142bffd35f57db626e0ac427af616a4d-EnjinBuyer-reentrancy,main,0x6c1bcb34142bffd35f57db626e0ac427af616a4d,EnjinBuyer,cbeda3b4f870a8b249e653c871b5d655,baa2e40a06b4963ffb341457e6e8e08d,8a22aae5fbf66fe2f1f2002ace7e19fb,b738fda31ceb4a77437effb7ae81c25b,[],[],[]
Doublade,0x6cb2b8dc6a508c9a21db9683d1a729715969a6ee-TokenEscrow-selfdestruct_result,main,0x6cb2b8dc6a508c9a21db9683d1a729715969a6ee,TokenEscrow,93fcee47eb3d0ae4fc712150d049042e,a00e44cc3dc543e14b7c8462d6bef109,e4734fdc99aa23f01ce3e76b9ffeefc1,917b7026c9ed901ca3a8cc68453a513a,[],[],[]
Doublade,0x6f28b146804dba2d6f944c03528a8fdbc673df2c-Oraclize-lowlevelcall_result,main,0x6f28b146804dba2d6f944c03528a8fdbc673df2c,Oraclize,1149b94c18c82d758c7807100f960103,ac000c147b636024f0ad89f7a8536f1d,fa547ffe2c0290e7e294dafedec97582,b907163e042c02a54db05c51ba5ab1a3,"['lowlevelcall_result', 'tx_result']","[104, 115]","[2, 4]"
Doublade,0x7025bab2ec90410de37f488d1298204cd4d6b29d-ERC223TokenCompatible-lowlevelcall_result,,,ERC223TokenCompatible,bc1abef02dec83776487eab6828e21ab,f0c7bd038769aac0f01c9b9a7f2f5e77,,,"['lowlevelcall_result', 'tx_result']","[104, 115]","[2, 4]"
Doublade,0x72e70ad1fd8bb22318d31ed9e9fb85dc56bad19c-usingOraclize-reentrancy,,,usingOraclize,f7c7eab17fb25c1b8e80dafe36a8e1f1,180a87175d7edf20ba24abf70ed68e11,,,[],[],[]
Doublade,0x73f2fd0df4bf82a1137c03e0d4656e5c35b03177-EtherTime-tx_result,main,0x73f2fd0df4bf82a1137c03e0d4656e5c35b03177,EtherTime,e454860ba550e21f69b1cef56d7ee793,61c02ede1c708ad01b1f7439cf43de66,3c8116fe8b8b2462454f07b1203d9d52,2ccf2822dfa91917213ea4a8e1ffbd95,['tx_result'],[115],[2]
Doublade,0x757f9a1ca2d3af327111c786ef923e67ab586b03-PreSale-unexpectedrevert_result,main,0x757f9a1ca2d3af327111c786ef923e67ab586b03,PreSale,c7d62f596e221b046a2c07fd49e5f0da,1acb640c8c444eb375e82cf36311e252,6e096cc63c2dc04dfdc4a825aa7a42eb,edcc01458978364c29e7d9c1424164d5,[],[],[]
Doublade,0x75e13520fc29d0bcdd21da14ed693563091ff0fc-CryptoStars-lowlevelcall_result,main,0x75e13520fc29d0bcdd21da14ed693563091ff0fc,CryptoStars,b391a00bafe654d04da0deab1813fae1,ad55155b0708ecc40d9a1b3d8c50bbec,301d6b64910230b58e4d83b93d4b3d5b,e2b65d2e7a7af8cd55c2e9ededb9fef1,['lowlevelcall_result'],[104],[4]
Doublade,0x76d7aed5ab1c4a5e210d0ccac747d097f9d58966-usingOraclize-reentrancy,,,usingOraclize,36a8d214d776783849bbd6c36d8efd3c,f2aa78f8fe5845f76162e31ed5effd80,,,[],[],[]
Doublade,0x77070dd59c298d766585de4b5ec2b4549ab28ecc-SealPrivateCrowdsale-selfdestruct_result,main,0x77070dd59c298d766585de4b5ec2b4549ab28ecc,SealPrivateCrowdsale,f4dfeae9bbd419f9989270431bcb466c,061995678085848aadc11e4257e5a69f,c35db5bad017bfce8c8c40fdc7360731,6188627024c9dc46e2c4e1aa0a79a939,[],[],[]
Doublade,0x7776a879ab315314db00f193a85aee7c53def11d-ETHERCREDIT-lowlevelcall_result,main,0x7776a879ab315314db00f193a85aee7c53def11d,ETHERCREDIT,b69969618da401e7416b9da9a350b963,2d176e92eee45d38f43211ed40b8c3bc,218cc64eeea73061f0b5715696c846b5,14443628757ef762ac085d095c83c99d,['lowlevelcall_result'],[104],[4]
Doublade,0x7996d791995b9f9c15eb4c3e899b09a344c54bdb-GameOfThrones-lowlevelcall_result,main,0x7996d791995b9f9c15eb4c3e899b09a344c54bdb,GameOfThrones,f1686f1e8cb697642c7557d67207221c,f1686f1e8cb697642c7557d67207221c,c4b7c6bcdb3078b7de90cf0b650b8024,216ad7b148647e8171ccf68e8f41bee2,['lowlevelcall_result'],[104],[4]
Doublade,0x7a0ec191d8f44f3bc3cbb4d1105ced31c30ff492-PiggyBank-selfdestruct_result,main,0x7a0ec191d8f44f3bc3cbb4d1105ced31c30ff492,PiggyBank,f0dc65105c22e60d4e58f31f2f27885c,8b37e55b001d79779da751e839fd519e,a705f08a3c8fed99446162dd907eef30,1ab9ea2a77ef97a9d3dc03edd0b3550c,['selfdestruct_result'],[106],[2]
Doublade,0x7a4349a749e59a5736efb7826ee3496a2dfd5489-WhaleGiveaway1-lowlevelcall_result,main,0x7a4349a749e59a5736efb7826ee3496a2dfd5489,WhaleGiveaway1,c36165ab12a99af609b8d63351d74549,7017a2f0851c06dc68e143786c0d1973,d81bd754fb48e614d71f5efe6b209f57,273ac13bff665536cb68ed09ea7b2e2d,"['lowlevelcall_result', 'unchecked_low_level_calls']",[104],[4]
Doublade,0x7a8721a9d64c74da899424c1b52acbf58ddc9782-PrivateDeposit-reentrancy,main,0x7a8721a9d64c74da899424c1b52acbf58ddc9782,PrivateDeposit,b89b0de4c15fed659060c0f00cda7134,cca0cc078ce72b081d3531b0a7f22f22,782f281ea0c240e9103a5c41c9568706,9c6022408b138c0afd3085c0093e33e5,"['reentrancy', 'tx_result']","[107, 115]","[1, 2]"
Doublade,0x7bc51b19abe2cfb15d58f845dad027feab01bfa0-DividendDistributor-reentrancy,main,0x7bc51b19abe2cfb15d58f845dad027feab01bfa0,DividendDistributor,ee699a6fc9992d86e5b34e6086624d12,f3ab82ba618a59214acb0a4f3e2d1e2a,700611ffdeac68beec52f1f00402b9be,3b4d6e767815111cabf60a748749d70e,[],[],[]
Doublade,0x7be25071cc1dd10d8b0fff2390c015354425eea0-ETHedgeToken-lowlevelcall_result,main,0x7be25071cc1dd10d8b0fff2390c015354425eea0,ETHedgeToken,d549618a2e7706247460eb71b125045c,6f189807f08ed66ffd1b2d20d93b9f65,b8dd2bd6adee79475d8e8a4652ebe9aa,b8e8ad7d4e6111ee2d63bc04397fc521,['lowlevelcall_result'],[104],[4]
Doublade,0x7bf673fd8ff38eb8bf3c3e3a864d4bca40778c25-MyAdvancedToken-selfdestruct_result,main,0x7bf673fd8ff38eb8bf3c3e3a864d4bca40778c25,MyAdvancedToken,23ab3ede29610bd47e71137a5018158e,aa849d582dc9f0ad7c600248f5b03e9d,469c2aa718cd325de2a7ceb368aebe73,7dd6906cf3f5c5447070daa151548d2d,['selfdestruct_result'],[106],[2]
Doublade,0x7da90089a73edd14c75b0c827cb54f4248d47ecc-usingOraclize-reentrancy,,,usingOraclize,41fd7d5882feed3cc226c5754ce74697,49053819eba75723b5ac6cba1a346abf,,,[],[],[]
Doublade,0x820d413cb4c38d3b328cefc3e661072102d3898e-KALIFORCOINICO-selfdestruct_result,main,0x820d413cb4c38d3b328cefc3e661072102d3898e,KALIFORCOINICO,59322650d1f99795d38e9753bb71a350,177faa1c06d10cfdad786fe7b7c502e6,8ecff87309ce0cc56505b08324fcf981,faf3969ffdddb4cf10187b9eb3fd48f4,[],[],[]
Doublade,0x83928d7a16e0cbdf77d555c405a3975d11dcf0fa-Etherhero-lowlevelcall_result,main,0x83928d7a16e0cbdf77d555c405a3975d11dcf0fa,Etherhero,2aa0463eab2d032082704363d95d759b,494757a90560dd0f6b9a1c6a8e924f1b,24a73152c1c30d275834b853f8128678,a828daf3501562bab4a42201c5597a9f,['lowlevelcall_result'],[104],[4]
Doublade,0x84b6241ed47e935597bc5a14d5e9ef9fb53e77de-DefaultSweeper-reentrancy,,,DefaultSweeper,20e72cb95d983104a0963965538d7243,4ea1d9b6c0036928f55a0eec1c170346,,,[],[],[]
Doublade,0x85e4cd785887cad7c6be93f2f34d5fa683f9bfcd-apexSolids-tx_result,main,0x85e4cd785887cad7c6be93f2f34d5fa683f9bfcd,apexSolids,a2f55746e74ba472b3c794083fc419b5,75ad931cdc6e9dd65932515454935eb9,97e3fb44221d1f619d4347a28f17806f,bb45b0f4973054e8a613f67d803a7f60,['tx_result'],[115],[2]
SBcurated,integer_overflow_add,,,IntegerOverflowAdd,a2604245d40ab6790ec47c8a3bc062d7,3308ddb32b61dc25190ba29a34ce5962,,,['arithmetic'],[101],[3]
Doublade,0x865ee5df064bc1f4a39b95b75e612dd86011d35b-Lottery1ETH-lowlevelcall_result,main,0x865ee5df064bc1f4a39b95b75e612dd86011d35b,Lottery1ETH,1b1bfab3b26b94f0cfc340fde62736c8,5afba3cf30f9124dbc826cfdc90e0b63,6a139ee93822ff7ffeca8392d3da5564,6a9cdc9ff53dd6d672c65ec030b2ff38,"['lowlevelcall_result', 'tx_result']","[104, 115]","[2, 4]"
Doublade,0x87902f1b5d50d1f71a17bc2ea613d38510e9aa67-BancorBuyer-reentrancy,main,0x87902f1b5d50d1f71a17bc2ea613d38510e9aa67,BancorBuyer,9c37399dda2acd29509968dabe802aba,ed3cfd40a7cdf8030fc7170026c23a5c,f611f0f6eaf5b8fc98ebe4803e33d6af,d658f9a6f5c1fd35cd09c298c42a83b9,['reentrancy'],[107],[1]
Doublade,0x895b56859690a859d201e5f716bf5f209c4dd9a9-usingOraclize-reentrancy,,,usingOraclize,f3c95936a93c1b770af9be69bec26673,ca56104227d2ca07deb8acb0f90af4a6,,,[],[],[]
Doublade,0x8b922275de0fd52d5e5cbf4a2f807b2b62026704-Winner-unexpectedrevert_result,main,0x8b922275de0fd52d5e5cbf4a2f807b2b62026704,Winner,47f80bd0a847176738cf787ab46f3a1a,3d60e5ec7e3834350d415513d46dbc46,d8859ff35cd7c4c0c91a88b357e02392,586a00029a1b06774ee85d5d7819860e,[],[],[]
Doublade,0x8c6f3d75873c66cf0300c9d6dfe8d607d1824204-ICOSyndicate-reentrancy,main,0x8c6f3d75873c66cf0300c9d6dfe8d607d1824204,ICOSyndicate,ac09cdde645a2a499ee33d7f0808b73d,94491cdd5adf8cac8a6d63c98ba25867,7cbadb2c86d440f7f8289849b671e6b3,f9c292b7cd7e07f19a94a9ec12c8fbe1,['reentrancy'],[107],[1]
Doublade,0x8d28f9261cca02d5e53aa5f6552dfa2dc14df75a-LeaderboardSlogans-selfdestruct_result,main,0x8d28f9261cca02d5e53aa5f6552dfa2dc14df75a,LeaderboardSlogans,5035e7ea5d8acb1cbd2ea5481a750d1c,9dd64a9fc6b2c199bbf266320a164d16,5372dff91d8bb9e65ec3309755fcfab4,ab4cccbf9e9ff857a2d21972cf55bf0f,[],[],[]
Doublade,0x8f3c45d637a9c2103d06f917aeeaff25eb7224c7-TokenToken-unexpectedrevert_result,main,0x8f3c45d637a9c2103d06f917aeeaff25eb7224c7,TokenToken,aed86f640a1ca751d0a2e7e82475aac1,027f3aa7898e9d87b97c5c3a35a18e99,25a16932e6e55f3f963bfc74f8258c6e,4c642c6d98bc2eabcdb653df214e763b,['unexpectedrevert_result'],[113],[5]
Doublade,0x903643251af408a3c5269c836b9a2a4a1f04d1cf-SysEscrow-reentrancy,main,0x903643251af408a3c5269c836b9a2a4a1f04d1cf,SysEscrow,244dae4d20ed64a10f8c412410b0c541,6d888511ad210d4c84429852627a4ee3,0ec8dd595e4a6b70abcd860c314193de,b461598ab3336147d1f967b3d28b5bf2,"['reentrancy', 'tx_result']","[107, 115]","[1, 2]"
Doublade,0x927764bb17ce8b9f8c3a930ca4472d611ee93173-WheelOfEther-tx_result,main,0x927764bb17ce8b9f8c3a930ca4472d611ee93173,WheelOfEther,91f7b8d6401af41502dbe6feae7fe898,515dd746b6379efc5eab182c831eda68,63af117d9e0694049401353d9aa2f01f,7d52e5d781e4b1163caeade1403ae3e9,[],[],[]
Doublade,0x93ada935f8fea45c7ac043ecb6a3c61458d91c2f-Sale-unexpectedrevert_result,main,0x93ada935f8fea45c7ac043ecb6a3c61458d91c2f,Sale,fca07c785315493aac69459bbea6b1d8,4bbcb9751d99db9752c6a7fce82a9341,9eaf488a656439fc5380dcd667f20394,517102dbc896189c09f38ea83acdf956,[],[],[]
Doublade,0x9497043f4cd9450867479f3fd873d80d9321094c-GameOfThrones-lowlevelcall_result,main,0x9497043f4cd9450867479f3fd873d80d9321094c,GameOfThrones,057f2154fa41078bb9bb201bd191882a,057f2154fa41078bb9bb201bd191882a,11e0ce9655ad0bdc233323fc1084aec7,26c6ab666e6a105796852cdeea9b7b3a,['lowlevelcall_result'],[104],[4]
Doublade,0x96ddcf85c3798f01dae5212c6984f9cc467111f6-SimpleSaleToken-selfdestruct_result,main,0x96ddcf85c3798f01dae5212c6984f9cc467111f6,SimpleSaleToken,85b3ba6ea7d48d536977f05ae08aa36a,07fc3992fb396de2fde18e9c25a6a424,9a8aa0dee1c82e90d6e75cb9c92aa803,5c9e766e1f284d31e9d5558c71b6c844,[],[],[]
Doublade,0x971e78e0c92392a4e39099835cf7e6ab535b2227-EtherNomin-selfdestruct_result,,,EtherNomin,06ca816b56fd8da9526f896dfd3f135d,27697888c0591c6764db154528f2472f,,,[],[],[]
Doublade,0x978275d7652a35dc8df9ce6b62822aea6a97589d-RefStorage-tx_result,main,0x978275d7652a35dc8df9ce6b62822aea6a97589d,RefStorage,a168eace6972245ace67bab1421e7cab,1ca08e5625fd9f71d415bbb3f2e71213,429d88f2d1ed30d3cdb8e9245f006fed,f8aecf69863095b2b014415c061031e7,['tx_result'],[115],[2]
Doublade,0x988b3a538b618c7a603e1c11ab82cd16dbe28069-KlerosLiquid-lowlevelcall_result,main,0x988b3a538b618c7a603e1c11ab82cd16dbe28069,KlerosLiquid,0b1332e23b1204f98d5d2284a541dabe,47a14810717e7084ca31f90ed336610f,cc81a3ceebbf881a8b89ff8ff2cafd00,e424f9ebbb6d5a82f7cb94591b942970,['lowlevelcall_result'],[104],[4]
SBcurated,integer_overflow_benign_1,,,IntegerOverflowBenign1,12d3b6e46ba8276510e366c348bc13cf,338b63ec9168b81f3fe6ef2db5bab78a,,,['arithmetic'],[101],[3]
Doublade,0x99bab102c0a03438bcfd70119f07ee646db26ddf-GIFT_CARD-tx_result,main,0x99bab102c0a03438bcfd70119f07ee646db26ddf,GIFT_CARD,febaedbde0766554de402e7847baa424,ebe81fce5da2b7e917b76114123d95b2,762779ccb42ac28568c9f14f8c00392f,27d7ead5c9ee3beb34c9d1362e5f97ca,[],[],[]
Doublade,0x9c0c2c6d734d075a013c822b0cfea8917a3f5e75-CrowdSale-lowlevelcall_result,main,0x9c0c2c6d734d075a013c822b0cfea8917a3f5e75,CrowdSale,10343475be320666b3b64f6794c90ebd,7b158db82d89517d24f100fdaf9ddb03,f3d2c53547deb1dab0ce2775b6a9bebe,88bbe8c696fd67880484ab72de9ab065,['lowlevelcall_result'],[104],[4]
Doublade,0x9d81adbad5dc8c4d474e080466d4741bec89df62-RIDDLE_GAME-tx_result,main,0x9d81adbad5dc8c4d474e080466d4741bec89df62,RIDDLE_GAME,0f38a6a31712df8e7e341cd036fd9aa5,7b34d225e0ebce7809c95fe8c4c829c5,58f1adfd127de32fb071737d0d606a3f,7735cce0dbef521d668bdb9fb672f4fc,[],[],[]
Doublade,0x9f8bf604abeb04d32b0ffae9c3a083be5858cf96-GameOfThrones-lowlevelcall_result,main,0x9f8bf604abeb04d32b0ffae9c3a083be5858cf96,GameOfThrones,8c660b98a1c85d47b834849eda14d3a8,8c660b98a1c85d47b834849eda14d3a8,be5297205fe6de5385fd438eae2e3bc6,83faa0e75ef3d501bc83fc559135c68e,['lowlevelcall_result'],[104],[4]
Doublade,0xa0174f796d3b901adaa16cfbb589330462be0329-PrivateInvestment-reentrancy,main,0xa0174f796d3b901adaa16cfbb589330462be0329,PrivateInvestment,57954bb1a9d9acec6bce76012147dcb2,079ab17d83ab9e80a4fb3185c67aa02c,0ec09d72c853be46d542d324c85ba6fd,dd43ed903ce5245ef146916371bc0953,[],[],[]
Doublade,0xa093e7943b942eb82f0a24ee3022aaf8217fe527-DiceLuck100-lowlevelcall_result,main,0xa093e7943b942eb82f0a24ee3022aaf8217fe527,DiceLuck100,596450c94cbf6a75b2d81d7cb4a30f49,70e280d8ca1d26d35b91c74c4d1a2f2b,369b554f7eb9f3eacd707f08b9245e6c,94c644279f1dc2bd10f834f5c630c02c,['lowlevelcall_result'],[104],[4]
